label,n,gamma,Jmean,dissipation,order,maxdim,cutoff,dt,t,bond,S_op_bond,S_half_bond,linkdim_bond,chi_req_1e-06,chi_req_1e-10,ceiling_bond
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,1,0.0000000000,0.0000000000,1,1,1,4
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,2,0.0000000000,0.0000000000,1,1,1,16
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,3,0.0000000000,0.0000000000,1,1,1,64
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,4,0.0000000000,0.0000000000,1,1,1,256
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,5,0.0000000000,0.0000000000,1,1,1,1024
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,6,0.0000000000,0.0000000000,1,1,1,4096
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,7,0.0000000000,0.0000000000,1,1,1,16384
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,8,0.0000000000,0.0000000000,1,1,1,65536
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,9,0.0000000000,0.0000000000,1,1,1,16384
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,10,0.0000000000,0.0000000000,1,1,1,4096
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,11,0.0000000000,0.0000000000,1,1,1,1024
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,12,0.0000000000,0.0000000000,1,1,1,256
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,13,0.0000000000,0.0000000000,1,1,1,64
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,14,0.0000000000,0.0000000000,1,1,1,16
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.000000,15,0.0000000000,0.0000000000,1,1,1,4
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,1,0.2293160393,0.6349112384,4,4,4,4
g0p200_closed_n16,16,0.200000,0.500000,false,2,256,1.000e-12,0.02000,0.250000,2,0.2258059691,0.6456450211,13,7,12,16
